Drug,SELFIES
DB00966,[C][C][C][C][=N][C][=C][Branch2][Ring1][N][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][#Branch1][C][=C][Ring2][Ring1][#Branch1][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C]
DB00967,[C][C][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][C][=Branch1][=Branch2][=C][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][C][C][=C][C][=N][Ring1][=Branch1]
DB00968,[C][C][Branch1][S][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][N]
DB00972,[C][N][C][C][C][C][Branch1][Branch1][C][C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Ring2][=N][Ring1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB00973,[C][=C][C][=Branch2][Ring2][=C][=C][C][=C][Ring1][=Branch1][C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][C][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][O][O]
DB00975,[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=Branch2][Ring1][#C][=N][C][=C][Ring1][=Branch1][N][=C][Branch1][=N][N][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1][N][Branch1][Ring2][C][C][O][C][C][O][N][Branch1][Ring2][C][C][O][C][C][O]
DB00977,[C][C][C][C][C][C][Branch1][=C][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][Branch1][Ring1][C][#C][O][C][C][C][=C][Ring1][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O]
DB00978,[C][C][N][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][Branch2][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][O][F][N][C][C][N][C][Branch1][Ring2][C][Ring1][=Branch1][C][F][C][=Branch1][C][=O][O]
DB00980,[C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Ring1][#Branch1]
DB00982,[C][C][=C][Branch1][=N][C][Branch1][=Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C][C][=C][C][=Branch1][=C][=C][C][=C][C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][C]
DB00983,[C][C][Branch1][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][N][C][C][Branch1][P][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][=O][O]
DB00984,[C][C][C][C][C][C][Branch2][Ring1][Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][O][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring2][Ring1][#Branch2][Ring1][#Branch1]
DB00987,[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O]
DB00988,[C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][C][N][O][O]
DB00989,[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][N][Branch1][C][C][C]
DB00991,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][#C][O][C][=Branch1][Ring2][=N][Ring1][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00993,[C][N][C][=N][C][=Branch2][Ring1][C][=C][Ring1][Branch1][S][C][=N][C][=N][C][=C][Ring1][=Branch1][N][C][=N][Ring1][Branch1][N+1][=Branch1][C][=O][O-1]
DB00995,[C][C][PH1+1][Branch1][Ring1][C][C][C][C].[C][C][=Branch1][C][=O][O][C][C][C][Branch2][Ring1][#Branch2][C][Branch1][P][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][S-1][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C].[Au]
DB00996,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][N]
DB00997,[C][C][C][Branch2][=Branch1][Branch1][C][Branch2][Branch1][S][C][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][Branch2][Ring2][=Branch2][C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][#C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][=Branch2][=O][C][=Branch1][=Branch1][=C][C][=C][Ring1][Branch2][O][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O][N][O]
DB00999,[C][N][C][=C][C][=Branch2][Ring1][#Branch2][=C][Branch1][#C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][Cl]
DB01001,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][S][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][O]
DB01003,[C][=C][C][=C][Branch2][Ring2][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][Branch2][Ring1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][C][=C][Branch1][Branch1][O][Ring2][Ring1][=N][C][=Branch1][C][=O][O]
DB01005,[C][=Branch1][C][=O][Branch1][C][N][N][O]
DB01006,[C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][C][#N][C][Branch1][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][N][C][=N][C][=N][Ring1][Branch1]
DB01007,[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][O][C][C][=C][Branch1][=Branch1][S][C][=C][Ring1][Branch1][Cl]
DB01009,[C][C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
DB01012,[C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]
DB01013,[C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][=N][C][Branch2][Ring2][Branch2][C][C][C][Ring1][Branch1][Branch2][Ring1][#C][C][C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Ring1][O][C][F][O][C][C][C][=Branch1][C][=O][C][Cl]
DB01014,[C][=C][C][=Branch2][Ring1][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O][N][=N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][O]
DB01016,[C][O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1]
DB01017,[C][N][Branch1][C][C][C][C][C][C][C][C][=C][Branch2][Ring2][#C][C][=C][C][=Branch2][Ring2][Branch2][=C][Ring1][=Branch1][C][=Branch2][Ring1][S][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Ring1][#C][Branch2][Ring1][C][C][=Branch1][=C][=C][Branch1][=Branch1][C][Ring2][Ring1][Ring1][=O][C][=Branch1][C][=O][N][O][O][O][O][N][Branch1][C][C][C]
DB01019,[C][C][Branch1][#Branch2][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][N]
DB01021,[C][=C][C][=Branch1][P][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][Ring2][N][Ring1][S][C][Branch1][C][Cl][Cl]
DB01023,[C][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring2][C][N][C][=Branch2][Ring1][N][=C][Branch2][Ring1][C][C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][Cl][C][=Branch1][C][=O][O][C][C][C]
DB01024,[C][C][=C][C][O][C][=Branch1][C][=O][C][Ring1][=Branch1][=C][Branch2][Ring1][=Branch1][C][=Branch1][=Branch1][=C][Ring1][#Branch2][O][C][C][C][=C][Branch1][C][C][C][C][C][=Branch1][C][=O][O][O]
DB01025,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=N][C][=Branch1][P][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][N][=O][C][=Branch1][C][=O][O][N]
DB01029,[C][C][C][C][C][=N][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][N][=N][Ring1][Branch1]
DB01030,[C][C][C][Branch2][Branch1][C][C][=C][Branch1][#Branch1][C][O][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][S][C][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch1][C][N][Branch1][C][C][C][O][N][=C][Ring1][#C][C][Ring2][Ring1][C][=C][Ring2][Ring1][O][O]
DB01032,[C][C][C][N][Branch1][Ring2][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
DB01033,[C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=Branch1][C][=S][N][=C][N][Ring1][Branch2]
DB01034,[C][C][=C][C][C][=C][C][C][C][=Branch1][C][=O][C][C][Branch1][Ring2][O][Ring1][Ring1][C][=Branch1][C][=O][N]
DB01036,[C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][Branch1][S][C][C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01037,[C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][C][#C]
DB01039,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB01041,[C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O]
DB01043,[C][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][Branch1][=C][C][C][Branch1][Ring2][C][Ring1][#Branch1][Branch1][Ring2][C][Ring1][#Branch2][N][C]
DB01044,[C][C][C][N][Branch1][=Branch1][C][C][N][Ring1][=Branch1][C][=C][Branch2][Ring1][S][C][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][N][Branch1][=C][C][=C][Branch1][Branch1][C][Ring1][=Branch2][=O][C][=Branch1][C][=O][O][C][C][C][Ring1][Ring1][F]
DB01045,[C][C][C][=C][C][=C][Branch2][Branch2][#Branch2][C][=Branch1][C][=O][N][C][=C][Branch2][#Branch1][Ring1][C][=Branch2][=Branch1][=C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][=Branch2][Branch1][P][=C][Branch2][Branch1][N][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][Branch1][Ring2][O][Ring1][=Branch1][Branch2][Ring2][#Branch2][O][C][=C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][Branch2][Ring1][C][C][Branch1][=C][C][Branch1][#Branch2][C][Branch1][=Branch1][C][Ring2][Ring1][P][O][C][O][C][O][C][=Branch1][C][=O][C][C][O][C][C][C][O][O][C][=N][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C]
DB01047,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][C][Branch2][Ring2][O][C][C][C][Ring1][Branch1][Branch2][Ring2][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Ring1][=Branch1][C][C][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Ring1][O][C][F][F][O][C][O][C][Branch1][Branch1][O][Ring2][Ring1][#Branch2][Branch1][C][C][C]
DB01050,[C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=Branch1][C][=O][O]
DB01054,[C][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring2][Ring1][N][C][=Branch2][Ring1][=N][=C][Branch2][Ring1][Ring1][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][C][C]
DB01059,[C][C][N][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][O][N][C][C][N][C][C][Ring1][=Branch1][F][C][=Branch1][C][=O][O]
DB01062,[C][C][N][Branch1][Ring1][C][C][C][C][#C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
DB01064,[C][C][Branch1][C][C][N][C][C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O]
DB01065,[C][C][=Branch1][C][=O][N][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C]
DB01067,[C][C][=C][N][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1]
DB01073,[C][=N][C][=C][Branch2][Ring1][#C][N][=C][Branch2][Ring1][=Branch2][N][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O][F][N]
DB01074,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][C][C][C][C][N][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
DB01075,[C][N][Branch1][C][C][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01079,[C][C][C][C][C][N][=C][Branch1][C][N][N][N][=C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C]
DB01083,[C][C][C][C][C][C][C][C][C][C][C][C][Branch2][Ring1][Ring1][C][C][C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][Branch1][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=O]
DB01085,[C][C][C][C][Branch1][#Branch1][C][O][C][Ring1][Branch1][=O][C][C][=C][N][=C][N][Ring1][Branch1][C]
DB01086,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N]
DB01087,[C][C][Branch1][Branch1][C][C][C][N][N][C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][=C][C][=N][Ring1][O]
DB01092,[C][C][C][Branch2][=Branch1][=N][C][Branch2][=Branch1][Branch2][C][Branch2][=Branch1][Ring1][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][Branch2][Branch1][Branch1][C][Branch2][Ring2][#C][C][C][Branch1][N][C][C][C][Ring1][=Branch1][Branch1][Ring2][C][Ring1][#Branch2][O][C][Branch2][Ring1][O][C][C][C][Branch1][N][C][Ring1][Branch1][Branch1][=Branch1][C][C][Ring1][=C][O][C][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][O][C][O][O][O][O][O]
DB01094,[C][O][C][=C][Branch2][Ring1][S][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][=N][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][O][O][O][O]
DB01095,[C][C][Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][C][Branch1][N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
DB01097,[C][C][=C][Branch1][=Branch1][C][=N][O][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]
DB01099,[C][=N][C][=Branch1][C][=O][N][C][=Branch1][Branch1][=C][Ring1][#Branch1][F][N]
DB01101,[C][C][C][C][C][O][C][=Branch1][C][=O][N][C][=N][C][=Branch1][C][=O][N][Branch1][=Branch1][C][=C][Ring1][#Branch1][F][C][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O]
DB01103,[C][C][N][Branch1][Ring1][C][C][C][C][C][C][Branch1][C][C][N][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][Ring1][=Branch1][=N][C][=C][Ring1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][O][C]
DB01108,[C][C][C][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][O][C][C][C][C][Ring1][O][Branch1][P][C][C][=Branch1][O][=C][Branch1][#Branch1][C][Ring1][=Branch1][O][Ring1][#Branch1][O][C][#N][C]
DB01110,[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl]
DB01113,[C][O][C][=C][Branch2][Ring1][S][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=N][C][=C][C][=C][C][=Branch1][N][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][O][C][O][C][O][C]
DB01114,[C][N][Branch1][C][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB01115,[C][C][=C][Branch2][Ring1][P][C][Branch1][P][C][=Branch1][Branch2][=C][Branch1][Ring2][N][Ring1][=Branch1][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C]
DB01117,[C][C][C][Branch1][P][C][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][Branch1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O][=O][O]
DB01118,[C][C][C][C][C][=C][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][I][O][C][C][N][Branch1][Ring1][C][C][C][C][I]
DB01120,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][N][C][C][C][C][C][C][Ring1][Branch1][C][Ring1][Branch2]
DB01124,[C][C][C][C][N][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C]
DB01127,[C][=C][C][=Branch2][Ring1][P][=C][C][=C][Ring1][=Branch1][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl]
DB01128,[C][C][Branch2][Ring1][Ring2][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][Branch1][C][F][Branch1][C][F][F][O]
DB01132,[C][C][C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][S][Ring1][#Branch1]
DB01136,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][N][C][C][Branch2][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][O]
DB01137,[C][C][C][O][C][=C][N][Ring1][=Branch1][C][=C][Branch2][Ring1][O][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][C][=Branch1][#C][=C][Ring1][O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][F][C][=Branch1][C][=O][O]
DB01143,[C][Branch1][Ring1][C][N][C][N][C][C][S][P][=Branch1][C][=O][Branch1][C][O][O]
DB01144,[C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][S][C][=Branch1][N][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Cl][Cl][S][=Branch1][C][=O][=Branch1][C][=O][N]
DB01148,[C][C][=C][Branch2][Ring1][#C][O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01156,[C][C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][C][Branch1][C][C][Branch1][C][C][C]
DB01157,[C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=Branch2][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][N][C][N][C][=C][C][=Branch1][=C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][O][C]
DB01162,[C][O][C][=C][Branch2][Ring2][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring1][=N][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][C][O][Ring1][Branch1][N][O][C]
DB01165,[C][C][C][O][C][=C][N][Ring1][=Branch1][C][=C][Branch2][Ring1][O][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][C][=Branch1][#C][=C][Ring1][O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][F][C][=Branch1][C][=O][O]
DB01166,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][=Branch1][=N][N][=N][Ring1][Branch1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][Ring1][=Branch2]
DB01169,[O][=As][O][As][=O]
DB01171,[C][C][O][C][C][N][Ring1][=Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB01173,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][N][Branch1][C][C][C]
DB01175,[C][N][Branch1][C][C][C][C][C][C][Branch2][Ring1][Ring1][C][=C][Branch1][Branch1][C][O][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][C][#N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
DB01176,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01177,[C][C][C][Branch2][Branch1][=C][C][Branch2][Branch1][=Branch2][C][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][Branch2][Ring2][Ring1][C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O][O][Branch1][=Branch1][C][=Branch1][C][=O][C][O][N][O]
DB01178,[C][N][C][Branch1][=C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB01179,[C][O][C][=C][C][=Branch1][N][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][O][C][C][C][C][Branch1][#Branch1][C][O][C][Ring1][Branch1][=O][C][Branch2][Ring1][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1][O]
